":START_ID",":END_ID",":TYPE"
"190","2681","0"
"190","2363","0"
"191","2649","0"
"191","3835","0"
"191","3942","0"
"192","2393","0"
"193","2329","0"
"193","3640","0"
"194","2603","0"
"195","3184","0"
"196","3101","0"
"197","3913","0"
"197","3104","0"
"198","2465","0"
"198","3947","0"
"198","2364","0"
"198","2091","0"
"198","2791","0"
"199","3608","0"
"199","3119","0"
"200","2324","0"
"200","3666","0"
"200","3991","0"
"200","2379","0"
"200","3102","0"
"201","3725","0"
"201","3639","0"
"201","3030","0"
"202","3606","0"
"202","3223","0"
"202","2582","0"
"203","2750","0"
"203","3102","0"
"203","3752","0"
"203","2456","0"
"203","2425","0"
"204","3682","0"
"204","2584","0"
"204","2940","0"
"204","2745","0"
"205","3731","0"
"205","2646","0"
"206","2191","0"
"206","3907","0"
"206","2887","0"
"206","2606","0"
"207","3723","0"
"207","2120","0"
"208","2015","0"
"208","3695","0"
"209","2827","0"
"209","2877","0"
"209","3163","0"
"209","2300","0"
"209","2516","0"
"210","3850","0"
"210","2704","0"
"210","3226","0"
"210","2987","0"
"211","3839","0"
"211","3615","0"
"212","2896","0"
"213","2951","0"
"214","3997","0"
"215","2459","0"
"215","3841","0"
"215","3542","0"
"216","3491","0"
"217","2919","0"
"218","2032","0"
"218","2092","0"
"219","3644","0"
"220","2923","0"
"221","2185","0"
"221","2798","0"
"221","3945","0"
"221","2446","0"
"221","2724","0"
"222","3344","0"
"223","2089","0"
"224","2973","0"
"224","3814","0"
"224","2762","0"
"224","2333","0"
"224","3400","0"
"225","2968","0"
"225","2461","0"
"226","3510","0"
"226","3087","0"
"226","2854","0"
"226","3190","0"
"226","3094","0"
"227","3061","0"
"228","2208","0"
"228","3472","0"
"229","3141","0"
"229","3023","0"
"229","3727","0"
"229","2891","0"
"230","2388","0"
"230","3762","0"
"231","2229","0"
"232","3394","0"
"232","3558","0"
"232","3148","0"
"232","3244","0"
"233","2053","0"
"233","3320","0"
"233","3237","0"
"233","3556","0"
"234","3204","0"
"234","2140","0"
"235","2598","0"
"235","3180","0"
"235","2901","0"
"236","3561","0"
"236","2230","0"
"237","2087","0"
"237","3103","0"
"237","3522","0"
"238","3366","0"
"238","3237","0"
"238","2248","0"
"238","3029","0"
"238","2000","0"
"239","3181","0"
"239","3622","0"
"239","3965","0"
"239","3358","0"
"240","2711","0"
"241","3520","0"
"241","3225","0"
"242","3987","0"
"242","3145","0"
"242","3814","0"
"242","3709","0"
"243","3875","0"
"243","3875","0"
"243","2044","0"
"244","3590","0"
"244","3224","0"
"244","2938","0"
"245","3700","0"
"245","2393","0"
"245","3600","0"
"245","2206","0"
"246","2942","0"
"246","2645","0"
"247","2740","0"
"247","3695","0"
"247","3314","0"
"247","3930","0"
"247","3039","0"
"248","2382","0"
"248","2148","0"
"248","3431","0"
"248","3498","0"
"249","2807","0"
"249","2623","0"
"250","2617","0"
"250","3881","0"
"250","3738","0"
"251","3150","0"
"251","2386","0"
"251","2830","0"
"252","3358","0"
"252","3545","0"
"252","2413","0"
"252","3840","0"
"252","3129","0"
"253","3197","0"
"254","3151","0"
"255","2851","0"
"255","2507","0"
"255","2153","0"
"255","3669","0"
"256","3139","0"
"256","2736","0"
"256","3929","0"
"256","2592","0"
"257","2801","0"
"257","3107","0"
"257","2204","0"
"257","3252","0"
"258","3444","0"
"258","2022","0"
"259","2870","0"
"259","2421","0"
"260","2828","0"
"260","3509","0"
"260","2487","0"
"261","3651","0"
"261","2114","0"
"261","3881","0"
"261","3893","0"
"261","3119","0"
"262","3393","0"
"263","3290","0"
"263","2194","0"
"264","2276","0"
"264","2082","0"
"265","3120","0"
"265","3083","0"
"265","2374","0"
"265","3324","0"
"265","2945","0"
"266","2388","0"
"266","2134","0"
"267","3645","0"
"268","3354","0"
"268","2642","0"
"268","2373","0"
"268","2273","0"
"269","3444","0"
"269","3519","0"
"270","2076","0"
"270","3942","0"
"270","3347","0"
"270","2524","0"
"271","2123","0"
"271","3282","0"
"271","2393","0"
"271","3817","0"
"272","2623","0"
"272","2019","0"
"272","3962","0"
"272","2856","0"
"273","3315","0"
"273","2210","0"
"273","3961","0"
"273","3826","0"
"274","3480","0"
"274","3466","0"
"274","2657","0"
"274","3988","0"
"274","2209","0"
"275","2396","0"
"275","3457","0"
"275","3055","0"
"275","2137","0"
"276","2080","0"
"277","3728","0"
"278","2158","0"
"278","2766","0"
"279","3432","0"
"280","3710","0"
"281","3909","0"
"281","3764","0"
"281","2514","0"
"282","2563","0"
"282","3711","0"
"282","3288","0"
"283","2836","0"
"283","2288","0"
"283","3835","0"
"283","2468","0"
"284","2746","0"
"285","3695","0"
"285","2549","0"
"285","2739","0"
"285","3357","0"
"285","2314","0"
"286","3889","0"
"286","2446","0"
"287","2153","0"
"287","3508","0"
"287","3119","0"
"287","2293","0"
"287","2018","0"
"288","3754","0"
"288","2699","0"
"288","2111","0"
"288","2179","0"
"289","3833","0"
"289","2009","0"
"289","2127","0"
"289","3190","0"
"290","2397","0"
"291","3164","0"
"291","2894","0"
"291","3789","0"
"292","2239","0"
"292","2332","0"
"292","3018","0"
"292","2672","0"
"292","2354","0"
"293","2783","0"
"293","2137","0"
"293","3037","0"
"293","3595","0"
"294","2401","0"
"294","2834","0"
"294","2710","0"
"294","3933","0"
"294","2432","0"
"295","2777","0"
"296","2246","0"
"296","2332","0"
"296","3130","0"
"297","3570","0"
"297","2092","0"
"297","3464","0"
"297","3839","0"
"298","2637","0"
"298","2468","0"
"298","3184","0"
"298","3785","0"
"298","2961","0"
"299","3167","0"
"299","3119","0"
"300","2541","0"
"300","3143","0"
"300","2412","0"
"300","2678","0"
"301","3888","0"
"302","3630","0"
"303","2878","0"
"303","2585","0"
"303","3681","0"
"304","2844","0"
"305","2356","0"
"306","3785","0"
"306","3403","0"
"306","2155","0"
"306","2512","0"
"307","3165","0"
"307","2578","0"
"308","3533","0"
"308","3743","0"
"308","3363","0"
"308","3430","0"
"308","3941","0"
"309","2126","0"
"310","3549","0"
"310","3638","0"
"310","3366","0"
"310","2788","0"
"311","3952","0"
"311","2134","0"
"311","2407","0"
"311","3743","0"
"312","2039","0"
"312","2224","0"
"312","2681","0"
"312","2653","0"
"313","3188","0"
"313","2285","0"
"314","3267","0"
"314","2386","0"
"314","3000","0"
"315","2430","0"
"315","3278","0"
"315","3973","0"
"315","2655","0"
"316","2151","0"
"317","3139","0"
"317","2846","0"
"317","3891","0"
"317","3176","0"
"317","3665","0"
"318","3496","0"
"318","3993","0"
"318","2159","0"
"318","2675","0"
"319","3264","0"
"319","2456","0"
"320","2897","0"
"321","2530","0"
"321","2032","0"
"321","2434","0"
"321","2502","0"
"322","3059","0"
"322","2044","0"
"323","3358","0"
"323","2233","0"
"323","3341","0"
"323","2406","0"
"323","3841","0"
"324","2614","0"
"324","3778","0"
"324","3568","0"
"324","3434","0"
"325","2793","0"
"326","2436","0"
"326","3261","0"
"326","2684","0"
"327","2686","0"
"328","3706","0"
"328","3521","0"
"329","2804","0"
"329","3214","0"
"330","2247","0"
"330","2243","0"
"330","3644","0"
"331","2919","0"
"331","3879","0"
"332","3261","0"
"332","3519","0"
"332","2859","0"
"333","3830","0"
"333","2659","0"
"333","2009","0"
"334","2528","0"
"334","3740","0"
"335","2000","0"
"336","2235","0"
"336","2444","0"
"337","3030","0"
"337","2001","0"
"338","3416","0"
"338","2187","0"
"339","2975","0"
"339","2541","0"
"339","3868","0"
"339","2838","0"
"340","3602","0"
"340","2193","0"
"340","2840","0"
"340","3539","0"
"341","3130","0"
"341","3569","0"
"342","3778","0"
"342","3310","0"
"343","2410","0"
"343","3977","0"
"343","2223","0"
"343","3549","0"
"343","3090","0"
"344","2881","0"
"344","3147","0"
"344","3307","0"
"344","3709","0"
"345","3230","0"
"346","3468","0"
"346","2405","0"
"346","2156","0"
"346","2131","0"
"347","2598","0"
"347","2648","0"
"347","3661","0"
"347","2004","0"
"347","2579","0"
"348","3969","0"
"348","3846","0"
"348","3975","0"
"349","3926","0"
"349","3741","0"
"349","2392","0"
"349","3286","0"
"350","2420","0"
"350","3101","0"
"351","3284","0"
"351","2670","0"
"351","3012","0"
"351","2829","0"
"351","2608","0"
"352","2918","0"
"352","3695","0"
"352","2180","0"
"352","2445","0"
"353","2491","0"
"353","3168","0"
"353","3851","0"
"353","2134","0"
"353","3323","0"
"354","2138","0"
"354","2916","0"
"354","3562","0"
"354","2858","0"
"355","3575","0"
"355","2324","0"
"355","2900","0"
"356","3565","0"
"356","2519","0"
"356","2612","0"
"356","3374","0"
"357","3448","0"
"357","2234","0"
"358","2282","0"
"358","2277","0"
"359","2375","0"
"360","2693","0"
"361","2844","0"
"361","2289","0"
"361","2065","0"
"361","2259","0"
"362","2366","0"
"363","3605","0"
"363","3319","0"
"364","3887","0"
"365","3435","0"
"365","2524","0"
"365","2040","0"
"365","3690","0"
"366","2010","0"
"366","2021","0"
"366","2392","0"
"366","3005","0"
"367","2103","0"
"367","2833","0"
"368","3675","0"
"368","2626","0"
"368","3223","0"
"369","3118","0"
"369","2337","0"
"369","3371","0"
"370","2731","0"
"370","2729","0"
"370","3639","0"
"371","3289","0"
"371","3364","0"
"372","2223","0"
"372","3025","0"
"372","2845","0"
"372","2373","0"
"373","3453","0"
"373","2911","0"
"373","2295","0"
"373","2043","0"
"374","2719","0"
"374","2215","0"
"375","2106","0"
"375","2756","0"
"375","2717","0"
"375","3816","0"
"375","2626","0"
"376","2766","0"
"376","2502","0"
"376","3734","0"
"376","2742","0"
"377","2878","0"
"377","3219","0"
"377","3014","0"
"377","2292","0"
"377","3886","0"
"378","2232","0"
"378","2584","0"
"379","3769","0"
"379","3746","0"
"379","2497","0"
"379","3725","0"
"379","3746","0"
"380","3358","0"
"380","2912","0"
"381","2720","0"
"381","3604","0"
"381","3334","0"
"382","2437","0"
"382","2051","0"
"383","2400","0"
"384","2327","0"
"385","2675","0"
"385","3759","0"
"385","2839","0"
"385","3785","0"
"385","3832","0"
"386","3482","0"
"387","2780","0"
"387","3446","0"
"387","2824","0"
"388","2348","0"
"388","3014","0"
"388","3803","0"
"388","3198","0"
"388","3884","0"
"389","3027","0"
"389","3162","0"
"389","2035","0"
"390","2565","0"
"391","3676","0"
"392","3738","0"
"392","2452","0"
"392","3073","0"
"393","2753","0"
"393","2892","0"
"393","2119","0"
"393","3276","0"
"393","3902","0"
"394","3308","0"
"394","2322","0"
"394","3317","0"
"394","2169","0"
"394","3632","0"
"395","2131","0"
"395","3669","0"
"395","3641","0"
"395","2541","0"
"396","3786","0"
"397","3507","0"
"397","2845","0"
"397","2952","0"
"398","3957","0"
"398","2895","0"
"398","2384","0"
"399","2647","0"
"399","3586","0"
"399","2668","0"
"400","2956","0"
"400","3132","0"
"401","2212","0"
"401","2830","0"
"401","3186","0"
"401","2469","0"
"401","3101","0"
"402","3120","0"
"402","3644","0"
"402","3115","0"
"403","3533","0"
"403","2416","0"
"403","2478","0"
"404","3732","0"
"404","3343","0"
"404","3032","0"
"405","2698","0"
"405","3167","0"
"405","3125","0"
"406","2530","0"
"407","2463","0"
"407","3026","0"
"407","3400","0"
"407","2518","0"
"407","3964","0"
"408","3496","0"
"408","3027","0"
"409","3124","0"
"409","3285","0"
"409","3858","0"
"409","3509","0"
"410","3038","0"
"410","3351","0"
"410","3774","0"
"411","3584","0"
"411","2460","0"
"412","2929","0"
"413","3546","0"
"414","2251","0"
"414","2076","0"
"414","2058","0"
"415","2600","0"
"415","3188","0"
"416","2628","0"
"416","3932","0"
"417","2077","0"
"417","3269","0"
"417","2926","0"
"417","2978","0"
"418","3786","0"
"418","2436","0"
"418","3729","0"
"418","3478","0"
"418","3365","0"
"419","3727","0"
"419","3558","0"
"419","2396","0"
"420","3212","0"
"421","2060","0"
"421","2462","0"
"422","2812","0"
"423","3828","0"
"423","2758","0"
"423","3631","0"
"423","3728","0"
"423","3444","0"
"424","3863","0"
"424","2921","0"
"425","2419","0"
"425","2909","0"
"426","3169","0"
"427","2018","0"
"427","3845","0"
"427","3988","0"
"427","2786","0"
"428","3508","0"
"429","3934","0"
"430","3304","0"
"430","3711","0"
"430","3997","0"
"430","2326","0"
"430","3258","0"
"431","3495","0"
"431","3399","0"
"431","3224","0"
"432","3695","0"
"432","3967","0"
"432","2927","0"
"432","3171","0"
"432","2588","0"
"433","3702","0"
"433","3961","0"
"433","2517","0"
"433","2870","0"
"434","2513","0"
"434","3874","0"
"434","2420","0"
"434","3050","0"
"435","2980","0"
"436","2494","0"
"436","2122","0"
"436","3270","0"
"436","3222","0"
"436","2552","0"
"437","2502","0"
"437","2639","0"
"437","2435","0"
"437","3879","0"
"438","2219","0"
"438","2683","0"
"439","3960","0"
"439","3569","0"
"440","2472","0"
"440","2430","0"
"440","3719","0"
"440","2016","0"
"441","2848","0"
"441","2127","0"
"441","3711","0"
"442","2014","0"
"443","3205","0"
"444","3245","0"
"445","2554","0"
"445","3635","0"
"445","3097","0"
"445","3710","0"
"445","2366","0"
"446","3574","0"
"446","3354","0"
"446","3110","0"
"446","2414","0"
"446","3032","0"
"447","3048","0"
"448","3682","0"
"448","3666","0"
"448","2717","0"
"448","2517","0"
"449","3247","0"
"449","2819","0"
"450","3675","0"
"450","3082","0"
"450","2174","0"
"450","3087","0"
"450","2546","0"
"451","3144","0"
"451","2825","0"
"451","2646","0"
"451","3341","0"
"452","3876","0"
"452","2385","0"
"452","3749","0"
"453","3205","0"
"453","3323","0"
"454","3002","0"
"454","2741","0"
"454","3220","0"
"455","3661","0"
"456","2622","0"
"456","3357","0"
"456","3096","0"
"456","3612","0"
"456","2570","0"
"457","2827","0"
"457","3421","0"
"457","3692","0"
"458","3528","0"
"458","2043","0"
"459","3305","0"
"459","3436","0"
"459","2710","0"
"459","3823","0"
"460","3889","0"
"460","2244","0"
"460","3996","0"
"460","3956","0"
"461","3302","0"
"462","3740","0"
"462","3438","0"
"462","3106","0"
"462","2562","0"
"463","2694","0"
"463","2895","0"
"463","3011","0"
"463","2132","0"
"464","2601","0"
"464","3380","0"
"464","2006","0"
"464","3446","0"
"465","3429","0"
"465","2798","0"
"465","3418","0"
"465","3183","0"
"465","3271","0"
"466","2713","0"
"466","2981","0"
"466","3147","0"
"467","2486","0"
"467","3489","0"
"467","3160","0"
"467","2371","0"
"467","3258","0"
"468","2339","0"
"468","3981","0"
"468","2644","0"
"468","3133","0"
"469","2842","0"
"469","2570","0"
"469","2693","0"
"469","2270","0"
"469","2848","0"
"470","2493","0"
"471","2536","0"
"471","3148","0"
"471","3305","0"
"472","3313","0"
"472","2351","0"
"472","2758","0"
"472","2807","0"
"473","3245","0"
"473","3883","0"
"474","3464","0"
"474","2222","0"
"474","2384","0"
"474","3318","0"
"475","3205","0"
"475","3294","0"
"476","2297","0"
"476","3885","0"
"476","2873","0"
"476","3113","0"
"477","3374","0"
"477","3563","0"
"477","2144","0"
"478","2027","0"
"479","2775","0"
"479","2115","0"
"479","2461","0"
"480","3525","0"
"480","3137","0"
"480","2925","0"
"481","3497","0"
"482","2126","0"
"483","2093","0"
"483","3422","0"
"483","3266","0"
"483","3389","0"
"484","3313","0"
"485","2797","0"
"485","2734","0"
"485","2955","0"
"485","2265","0"
"485","2800","0"
"486","3614","0"
"486","3958","0"
"486","2242","0"
"486","2663","0"
"487","2955","0"
"487","2522","0"
"487","2770","0"
"488","3910","0"
"488","2497","0"
"489","3462","0"
"489","3151","0"
"490","2979","0"
"490","2288","0"
"490","3149","0"
"490","3680","0"
"490","3507","0"
"491","2157","0"
"491","2739","0"
"491","3280","0"
"491","3071","0"
"491","2130","0"
"492","2662","0"
"492","3388","0"
"492","2651","0"
"492","3546","0"
"493","3580","0"
"493","3394","0"
"493","2497","0"
"494","3827","0"
"494","2731","0"
"494","3609","0"
"494","2626","0"
"495","2687","0"
"496","3401","0"
"496","3827","0"
"496","2062","0"
"497","3227","0"
"497","3049","0"
"497","2092","0"
"498","2288","0"
"499","2317","0"
"499","2087","0"
"500","3547","0"
"500","3198","0"
"501","2208","0"
"502","2882","0"
"502","3098","0"
"502","2543","0"
"503","3951","0"
"503","2196","0"
"503","2206","0"
"503","3454","0"
"503","3901","0"
"504","2775","0"
"504","3266","0"
"504","3080","0"
"504","2605","0"
"504","3987","0"
"505","2674","0"
"505","3451","0"
"506","2835","0"
"506","3555","0"
"506","2264","0"
"506","3771","0"
"506","3435","0"
"507","2217","0"
"508","2392","0"
"508","3166","0"
"508","2725","0"
"508","3906","0"
"509","2629","0"
"510","3882","0"
"510","2764","0"
"510","2640","0"
"511","2460","0"
"511","3661","0"
"512","2851","0"
"512","2271","0"
"512","3452","0"
"512","2004","0"
"513","3276","0"
"513","2640","0"
"513","3804","0"
"513","3718","0"
"513","3825","0"
"514","2375","0"
"514","3135","0"
"515","3098","0"
"516","2445","0"
"516","2425","0"
"516","3755","0"
"516","3196","0"
"517","2025","0"
"517","3122","0"
"517","3988","0"
"517","3932","0"
"518","2348","0"
"518","3813","0"
"519","2746","0"
"519","2612","0"
"520","3517","0"
"520","2835","0"
"520","2313","0"
"520","3739","0"
"521","2095","0"
"521","3136","0"
"521","2540","0"
